Airline,Aircraft,TravelMonth,IsInternational,FlightDuration,SeatsEconomy,SeatsPremium,PitchEconomy,PitchPremium,WidthEconomy,WidthPremium,PriceTotal
Virgin,AirBus,Oct,International,6.91,233,38,31,38,18,21,4416
Virgin,AirBus,Jul,International,6.58,233,38,31,38,18,21,4473
Virgin,AirBus,Aug,International,6.58,233,38,31,38,18,21,4473
Virgin,AirBus,Sep,International,6.58,233,38,31,38,18,21,4473
Virgin,AirBus,Oct,International,6.58,233,38,31,38,18,21,4473
Virgin,Boeing,Jul,International,9.91,375,66,31,38,18,21,5290
Virgin,Boeing,Aug,International,9.91,375,66,31,38,18,21,5290
Virgin,Boeing,Sep,International,9.91,375,66,31,38,18,21,5290
Virgin,Boeing,Oct,International,9.91,375,66,31,38,18,21,5290
Virgin,Boeing,Jul,International,10.83,198,35,31,38,18,21,4599
Virgin,Boeing,Aug,International,10.83,198,35,31,38,18,21,4599
Virgin,Boeing,Sep,International,10.83,198,35,31,38,18,21,4599
Virgin,Boeing,Oct,International,10.83,198,35,31,38,18,21,4599
Virgin,AirBus,Jul,International,10.41,233,38,31,38,18,21,5412
Virgin,AirBus,Aug,International,10.41,233,38,31,38,18,21,5412
Virgin,AirBus,Sep,International,10.41,233,38,31,38,18,21,5412
Virgin,Boeing,Oct,International,10.41,198,35,31,38,18,21,5412
Virgin,AirBus,Jul,International,8,185,48,31,38,18,21,4941
Virgin,AirBus,Aug,International,8,185,48,31,38,18,21,4941
Virgin,AirBus,Sep,International,8,185,48,31,38,18,21,4941
Virgin,AirBus,Oct,International,8,185,48,31,38,18,21,4941
Virgin,Boeing,Aug,International,12.58,198,35,31,38,18,21,2806
Virgin,Boeing,Jul,International,10.75,375,66,31,38,18,21,6139
Virgin,Boeing,Aug,International,10.75,375,66,31,38,18,21,6139
Virgin,Boeing,Sep,International,10.75,375,66,31,38,18,21,6139
Virgin,Boeing,Oct,International,10.75,375,66,31,38,18,21,6139
Virgin,Boeing,Oct,International,12.58,198,35,31,38,18,21,2440
Virgin,AirBus,Aug,International,11.33,233,38,31,38,18,21,5909
Virgin,AirBus,Sep,International,11.33,233,38,31,38,18,21,5909
Virgin,Boeing,Oct,International,11.33,198,35,31,38,18,21,5909
Virgin,AirBus,Jul,International,7.41,233,38,31,38,18,21,4266
Virgin,AirBus,Aug,International,7.41,233,38,31,38,18,21,4266
Virgin,AirBus,Sep,International,7.41,233,38,31,38,18,21,4266
Virgin,AirBus,Oct,International,7.41,233,38,31,38,18,21,4266
Virgin,Boeing,Jul,International,7.66,198,35,31,38,18,21,4342
Virgin,Boeing,Aug,International,7.66,198,35,31,38,18,21,4342
Virgin,Boeing,Sep,International,7.66,198,35,31,38,18,21,4342
Virgin,Boeing,Oct,International,7.66,198,35,31,38,18,21,4342
Virgin,AirBus,Jul,International,8.83,185,48,31,38,18,21,4908
Virgin,AirBus,Aug,International,8.83,185,48,31,38,18,21,4908
Virgin,AirBus,Sep,International,8.83,185,48,31,38,18,21,4908
Virgin,AirBus,Oct,International,8.83,185,48,31,38,18,21,4908
Virgin,AirBus,Jul,International,7.08,233,38,31,38,18,21,4328
Virgin,AirBus,Aug,International,7.08,185,48,31,38,18,21,4328
Virgin,AirBus,Sep,International,7.08,185,48,31,38,18,21,4328
Virgin,AirBus,Oct,International,7.08,185,48,31,38,18,21,4328
Virgin,Boeing,Sep,International,12.58,198,35,31,38,18,21,3066
Virgin,AirBus,Jul,International,7.75,233,38,31,38,18,21,1134
Virgin,AirBus,Aug,International,7.75,185,48,31,38,18,21,1134
Virgin,AirBus,Sep,International,7.75,233,38,31,38,18,21,1134
Virgin,AirBus,Oct,International,7.75,233,38,31,38,18,21,1134
