ORIGIN_AIRPORT_ID,ROUNDTRIP,ONLINE,PASSENGERS,MILES_FLOWN,ITIN_FARE
10155,0,0,1,1324,121
10158,0,1,1,936,121
10158,0,1,1,466,121
10158,1,1,12,1954,121
10158,1,1,3,1704,121
10158,1,1,2,932,121
10158,1,1,5,1872,121
10158,1,1,17,1964,121
10185,0,0,1,1045,121
10208,0,1,1,737,121
10208,0,1,1,749,121
10208,0,0,1,1089,121
10208,0,0,3,737,121
10208,0,0,1,749,121
10208,0,0,1,627,121
10208,0,0,1,608,121
10257,1,1,1,2556,121
10257,0,1,1,1073,121
10257,0,1,1,1130,121
10257,0,1,8,1204,121
10257,0,1,2,1073,121
10257,0,1,3,1214,121
10257,0,1,2,1172,121
10257,0,1,1,1208,121
10257,0,1,1,2728,121
10257,0,1,1,1327,121
10257,0,1,1,1434,121
10257,0,1,1,1447,121
10257,0,1,1,1398,121
10257,0,1,1,1259,121
10257,0,0,1,1166,121
10257,0,0,1,1136,121
10257,0,1,1,1973,121
10257,0,0,1,1237,121
10257,0,0,1,2139,121
10257,0,0,1,1163,121
10257,0,0,1,2139,121
10275,0,0,1,1080,121
10299,0,1,1,399,121
10299,0,1,1,261,121
10299,0,1,1,2304,121
10299,0,1,2,2345,121
10299,0,1,1,1448,121
10299,0,1,27,261,121
10135,0,1,1,1018,122
10135,1,1,3,2082,122
10135,1,1,1,1940,122
10135,1,1,13,1764,122
10140,0,1,2,486,122
10140,0,1,4,580,122
10140,0,1,1,349,122
10140,0,1,1,1608,122
10140,0,1,1,2177,122
10140,0,1,1,2137,122
10155,0,0,1,336,122
10158,0,1,8,852,122
10158,0,1,3,982,122
10158,1,1,1,1704,122
10158,1,1,1,1872,122
10158,1,1,5,1964,122
10208,0,1,1,874,122
10257,0,1,1,1073,122
10257,0,1,1,723,122
10257,0,1,1,1447,122
10299,0,1,2,399,122
10299,1,1,2,5594,122
10299,1,1,1,5594,122
10299,0,1,1,2402,122
10299,0,1,1,2402,122
10135,1,1,3,2082,123
10135,1,1,2,2036,123
10135,1,1,2,1940,123
10135,1,1,8,1764,123
10135,0,1,1,1802,123
10135,0,1,1,1018,123
10135,0,1,1,970,123
10140,0,1,1,619,123
10140,0,1,1,1588,123
10140,0,1,3,1650,123
10140,0,1,3,486,123
10140,0,1,1,889,123
10140,0,1,1,1180,123
10140,0,1,3,1826,123
10140,0,1,1,677,123
10140,0,1,1,349,123
10140,0,1,1,2152,123
10158,0,1,1,1029,123
10158,1,1,1,1964,123
10158,1,1,1,1826,123
10158,0,1,1,977,123
10158,0,1,1,852,123
10208,0,1,1,724,123
10257,0,1,1,1219,123
10257,0,1,1,1398,123
10257,0,1,16,1073,123
10257,0,1,6,1205,123
10257,0,1,1,1130,123
10257,0,1,3,1073,123
10275,0,0,1,2542,123
10275,0,0,1,1167,123
10279,0,1,2,323,123
10279,1,1,1,1516,123
10299,1,1,2,2896,123
10299,0,1,1,2304,123
10299,0,1,1,2345,123
10299,0,1,1,592,123
10299,0,1,1,261,123
10372,0,0,1,1612,123
10135,1,1,1,2082,124
10135,1,1,2,1940,124
10135,1,1,3,1764,124
10140,0,0,1,2104,124
10140,0,0,1,1975,124
10140,0,1,2,677,124
10140,0,1,1,1826,124
10140,1,1,1,972,124
10140,0,1,1,1951,124
10140,0,1,1,1890,124
10140,0,1,1,2122,124
10140,0,1,1,1947,124
10140,0,1,1,1764,124
10140,0,1,2,1801,124
10140,0,1,1,2368,124
10140,0,1,1,1608,124
10140,0,1,2,2512,124
10140,0,1,1,712,124
10140,0,1,2,1974,124
10140,0,1,3,1982,124
10140,0,1,1,1589,124
10140,0,1,1,1705,124
10140,0,1,1,2013,124
10140,0,1,2,2054,124
10140,0,1,1,786,124
10140,0,1,1,1981,124
10140,0,1,1,1816,124
10140,0,1,1,1803,124
10140,0,1,1,1625,124
10140,0,1,1,2344,124
10140,0,0,1,1730,124
10140,0,0,1,1985,124
10140,0,0,1,1706,124
10140,0,0,1,2123,124
10140,0,1,2,2103,124
10140,0,1,1,1686,124
10140,0,1,1,1825,124
10140,0,1,1,1801,124
10140,0,0,1,1686,124
10140,0,0,1,1505,124
10140,0,0,3,2628,124
10140,0,1,5,2131,124
10140,0,1,1,1505,124
10140,0,1,4,1761,124
10140,0,1,1,1741,124
10155,0,0,1,1478,124
10158,0,1,1,466,124
10158,1,1,1,1954,124
10158,1,1,86,1704,124
10158,0,1,1,1809,124
10158,1,1,1,932,124
10158,1,1,14,1872,124
10158,1,1,19,1964,124
10158,1,1,7,1826,124
10185,0,0,1,1044,124
10208,0,0,1,1273,124
10208,0,1,1,547,124
10208,0,0,1,590,124
10208,0,0,1,658,124
10208,0,0,1,2436,124
10257,0,1,2,289,124
10257,0,1,2,1073,124
10257,0,1,1,1073,124
10257,0,1,1,1214,124
10257,0,1,1,448,124
10257,0,1,1,1208,124
10257,0,1,4,2400,124
10257,0,1,1,1728,124
10257,0,1,1,2163,124
10257,0,1,1,1973,124
10257,0,0,1,1175,124
10257,0,0,1,1973,124
10257,0,0,1,800,124
10257,0,0,1,1788,124
10257,0,1,1,2942,124
10257,0,0,1,1297,124
10257,0,0,2,1788,124
10275,0,0,1,1159,124
10299,0,1,1,2304,124
10299,0,1,1,539,124
10299,0,1,1,2552,124
10299,0,1,1,2555,124
10299,0,1,1,2498,124
10135,1,1,1,2082,125
10135,0,0,1,763,125
10135,0,1,6,1018,125
10135,0,1,7,970,125
10140,1,1,2,1238,125
10140,1,1,1,1354,125
10140,0,1,1,2047,125
10140,0,1,1,1003,125
10140,0,1,1,1226,125
10140,0,1,1,1809,125
10140,0,0,2,1212,125
10140,0,0,1,1958,125
10140,0,1,1,1958,125
10140,0,1,2,1000,125
10140,0,1,27,580,125
10140,0,1,3,1650,125
10140,0,1,1,580,125
10140,0,1,3,569,125
10140,0,1,6,569,125
10158,1,1,2,1954,125
10158,1,1,3,1704,125
10158,1,1,1,1872,125
10158,1,1,3,1964,125
10208,0,0,1,720,125
10208,0,0,1,684,125
10208,0,0,1,740,125
10208,0,0,1,567,125
10257,1,1,1,2418,125
10257,0,1,2,1076,125
10257,0,1,1,1153,125
10257,0,1,4,1204,125
10257,0,1,6,1204,125
10257,0,1,1,1073,125
10275,1,1,1,426,125
10299,0,1,1,2127,125
10299,0,1,1,571,125
10299,0,1,1,1448,125
10135,1,1,2,1940,126
10135,1,1,17,1764,126
10135,0,1,1,763,126
10135,0,0,1,736,126
10140,0,1,1,486,126
10140,0,1,7,1180,126
10140,0,1,4,1826,126
10140,0,1,1,328,126
10140,1,1,3,1238,126
10140,1,1,2,1354,126
10140,0,1,2,1688,126
10140,0,1,3,1961,126
10140,0,1,1,1003,126
10140,0,1,1,2052,126
10140,0,1,1,1846,126
10140,0,0,1,1656,126
10140,0,1,1,832,126
10140,0,0,1,1446,126
10140,0,0,1,753,126
10140,0,0,2,589,126
10140,0,0,1,837,126
10154,0,0,1,275,126
10155,0,0,1,1705,126
10158,0,1,1,977,126
10158,0,1,1,852,126
10158,1,1,27,1954,126
10158,1,1,38,1704,126
10158,1,1,3,932,126
10158,1,1,6,1872,126
10158,1,1,19,1964,126
10158,1,1,17,1826,126
10185,0,0,1,904,126
10208,0,1,1,724,126
10208,0,1,1,812,126
10208,0,1,1,549,126
10208,0,0,1,720,126
10208,0,0,1,724,126
10208,0,0,1,832,126
10208,0,0,1,686,126
10208,0,0,1,684,126
10257,0,1,24,289,126
10257,0,1,2,289,126
10257,0,1,1,1204,126
10257,0,1,4,1073,126
10257,0,1,1,318,126
10257,0,1,2,318,126
10257,0,1,1,544,126
10257,0,1,2,1131,126
10257,0,1,2,1297,126
10257,0,1,1,1983,126
10279,0,0,1,987,126
10299,1,0,1,5276,126
10299,0,1,4,399,126
10299,0,1,1,548,126
10299,0,1,2,2552,126
10299,0,1,3,1448,126
10299,0,1,1,1448,126
10299,0,1,5,2376,126
10299,0,1,1,1672,126
10299,0,1,11,2402,126
10299,0,1,1,4054,126
10299,0,0,2,2402,126
10299,0,1,6,2402,126
10372,0,0,1,3432,126
10135,1,1,1,1940,127
10135,1,1,13,1764,127
10135,0,0,1,1061,127
10140,0,1,1,2039,127
10140,0,1,2,1801,127
10140,0,1,2,1679,127
10140,0,1,1,583,127
10140,0,1,1,1679,127
10140,0,1,1,2013,127
10140,0,1,1,2367,127
10140,0,1,2,2090,127
10140,0,1,1,1816,127
10140,0,1,1,1803,127
10140,0,1,1,2018,127
10140,0,0,1,1717,127
10140,0,1,2,2103,127
10140,0,1,2,1686,127
10140,0,1,2,1801,127
10140,0,0,1,1801,127
10140,0,0,1,1630,127
10140,0,0,1,583,127
10140,0,0,3,632,127
10140,0,0,1,2628,127
10140,0,1,2,2131,127
10140,0,1,1,1740,127
10140,0,1,1,580,127
10140,0,1,1,486,127
10140,0,1,4,677,127
10140,0,1,1,889,127
10140,0,1,10,677,127
10141,0,0,1,1381,127
10158,1,1,1,1954,127
10158,1,1,12,1704,127
10158,1,1,1,932,127
10158,1,1,4,1964,127
10158,1,1,1,1826,127
10158,1,1,1,1964,127
10158,1,1,1,2006,127
10158,0,1,1,852,127
10158,0,1,1,982,127
10208,0,1,1,724,127
10208,0,0,1,749,127
10208,0,0,2,1052,127
10257,0,1,6,1780,127
10257,0,1,4,1612,127
10257,0,1,1,1612,127
10257,0,0,1,1612,127
10257,0,0,2,1611,127
10257,0,0,1,1612,127
10257,0,1,1,1611,127
10257,0,0,2,1777,127
10257,0,1,1,2121,127
10257,0,1,2,1153,127
10257,0,1,1,2121,127
10257,0,0,3,1788,127
10257,0,1,1,853,127
10257,0,1,1,1204,127
10279,0,0,1,414,127
10299,0,1,1,2376,127
10299,0,1,1,2697,127
10299,0,1,3,2304,127
10299,0,1,4,2345,127
10299,0,1,1,2552,127
10299,0,1,1,1448,127
10372,0,0,1,1092,127
10135,0,0,1,3121,128
10135,1,1,1,2082,128
10135,1,1,1,1940,128
10135,1,1,6,1764,128
10140,0,1,1,2051,128
10140,0,1,1,1121,128
10140,0,1,5,328,128
10140,0,1,2,632,128
10140,0,1,1,1273,128
10140,0,0,1,1309,128
10140,0,1,1,1123,128
10140,0,0,1,1985,128
10140,0,0,3,1337,128
10140,0,0,1,666,128
10158,0,1,3,982,128
10158,1,1,5,1954,128
10158,1,1,3,1704,128
10158,1,1,1,932,128
10158,1,1,2,1872,128
10158,1,1,1,1964,128
10257,0,1,8,1130,128
10257,0,1,3,1204,128
10257,0,1,3,1073,128
10257,0,1,1,1612,128
10257,0,1,4,1297,128
10257,0,1,1,1259,128
10257,0,1,1,1511,128
10257,0,0,3,1140,128
10257,0,0,1,1083,128
10257,0,0,1,1472,128
10257,0,0,1,1136,128
10257,0,0,1,410,128
10299,0,1,1,2304,128
10299,0,1,2,1448,128
10299,0,1,2,1448,128
10299,0,0,1,1837,128
10299,1,1,1,1184,128
10135,1,1,2,2082,129
10135,1,1,1,2036,129
10135,1,1,8,1764,129
10135,0,1,1,425,129
10140,1,1,1,972,129
10140,0,1,1,1764,129
10140,0,1,1,2368,129
10140,0,1,1,1753,129
10140,0,1,1,1063,129
10140,0,1,1,632,129
10140,1,1,1,2360,129
10140,0,1,4,1816,129
10140,0,0,1,1710,129
10140,0,0,1,1985,129
10140,0,0,1,1952,129
10140,0,0,1,1934,129
10140,0,1,1,1505,129
10140,0,1,1,1761,129
10140,0,1,1,1741,129
10140,0,1,26,486,129
10140,0,1,2,1111,129
10140,0,1,1,628,129
10140,0,1,2,486,129
10140,0,1,1,1111,129
10140,0,1,1,569,129
10140,0,1,1,569,129
10158,1,1,1,1954,129
10158,0,1,1,1959,129
10158,1,1,5,1704,129
10158,1,1,7,1872,129
10158,1,1,5,1964,129
10158,1,1,2,1826,129
10158,0,1,1,1110,129
10158,0,1,1,852,129
10158,0,1,1,913,129
10158,0,1,1,466,129
10257,0,1,1,650,129
10257,0,1,1,1401,129
10257,0,0,1,900,129
10257,0,0,1,1077,129
10257,0,0,1,788,129
10257,0,1,1,289,129
10257,0,1,3,717,129
10257,0,1,2,1204,129
10257,0,1,1,318,129
10257,0,1,1,723,129
10257,0,1,2,723,129
10257,0,1,1,318,129
10275,0,0,1,2767,129
10279,0,1,1,517,129
10299,0,1,1,4088,129
10299,0,1,1,2498,129
10299,1,1,1,1142,129
10299,1,1,1,7068,129
10299,0,1,1,548,129
10299,0,1,1,399,129
10299,0,1,1,3266,129
10372,0,0,1,987,129
10135,1,1,4,2082,130
10135,1,1,2,1940,130
10135,1,1,10,1764,130
10140,0,1,1,2735,130
10140,0,1,1,328,130
10140,0,1,3,328,130
10140,0,1,1,1180,130
10140,0,1,2,328,130
10140,1,1,1,972,130
10140,0,1,1,2317,130
10140,0,1,2,698,130
10140,0,1,1,2013,130
10140,0,1,4,1511,130
10140,0,0,2,1201,130
10140,0,1,1,1014,130
10140,0,1,1,1690,130
10158,0,1,1,982,130
10158,1,1,10,1954,130
10158,0,1,2,1959,130
10158,0,1,1,2084,130
10158,1,1,12,1704,130
10158,1,1,1,932,130
10158,1,1,2,1872,130
10158,1,1,12,1964,130
10158,1,1,1,1826,130
10208,0,0,2,1913,130
10257,0,1,3,1204,130
10257,0,1,6,1073,130
10257,0,1,30,1130,130
10257,0,1,1,1204,130
10257,0,1,1,1296,130
10257,0,1,2,1246,130
10257,0,0,1,1034,130
10275,0,0,1,1320,130
10275,1,1,1,426,130
10299,0,1,127,1448,130
10299,0,1,16,1448,130
10299,0,0,1,1821,130
10135,0,1,12,882,131
10135,1,1,5,1764,131
10140,0,1,24,349,131
10140,0,1,12,486,131
10140,0,1,4,628,131
10140,0,1,1,349,131
10140,0,1,11,349,131
10140,1,1,7,972,131
10140,0,1,1,1961,131
10140,0,1,1,1969,131
10140,0,1,1,1353,131
10140,1,1,1,1354,131
10140,0,1,1,1561,131
10140,0,0,1,1559,131
10140,0,0,1,1309,131
10140,0,1,9,2029,131
10140,0,1,5,2031,131
10140,0,0,1,1702,131
10140,0,1,4,2483,131
10140,0,0,1,2144,131
10140,0,1,1,1954,131
10140,0,1,1,2144,131
10140,0,0,2,1123,131
10140,0,0,1,2461,131
10140,0,0,1,1337,131
10140,0,0,1,1435,131
10140,0,1,1,1941,131
10140,0,1,1,1958,131
10155,0,0,1,1478,131
10158,0,1,1,852,131
10158,0,1,2,913,131
10158,1,1,19,1954,131
10158,1,1,8,1704,131
10158,1,1,2,932,131
10158,0,1,1,939,131
10158,1,1,4,1872,131
10158,1,1,2,1964,131
10158,1,1,1,2877,131
10185,0,1,1,999,131
10208,0,0,1,923,131
10208,0,1,1,835,131
10208,0,1,1,737,131
10208,0,1,2,1730,131
10208,0,0,2,734,131
10208,0,0,1,1730,131
10208,0,1,1,591,131
10208,0,0,1,1684,131
10208,0,0,1,739,131
10257,0,1,4,289,131
10257,0,1,1,1205,131
10257,0,1,1,1073,131
10257,0,1,1,325,131
10257,0,1,1,318,131
10257,0,1,1,952,131
10257,0,1,1,1208,131
10257,0,1,1,1131,131
10257,1,1,4,2408,131
10257,0,1,1,1112,131
10257,0,1,1,1153,131
10257,0,1,1,1123,131
10257,0,1,1,1368,131
10257,0,1,1,1067,131
10257,0,0,1,1153,131
10257,0,0,1,1638,131
10257,0,0,1,1080,131
10257,0,0,1,1228,131
10257,0,0,11,1211,131
10257,0,1,1,1843,131
10257,0,0,1,1136,131
10257,0,0,1,480,131
10257,0,0,1,1205,131
10257,0,1,1,1114,131
10257,0,1,1,1246,131
10257,0,0,1,859,131
10299,0,1,1,2725,131
10299,1,1,1,8626,131
10299,0,1,2,1448,131
10299,0,1,2,261,131
10299,0,0,1,1960,131
10299,0,1,1,2402,131
10299,0,0,1,2426,131
10299,0,1,1,3630,131
10299,0,1,2,3251,131
10299,1,1,1,522,131
10135,1,1,1,2082,132
10135,1,1,3,2036,132
10135,1,1,1,1940,132
10135,1,1,2,1764,132
10136,0,0,1,605,132
10140,1,1,1,972,132
10140,0,0,1,1575,132
10140,0,0,1,759,132
10140,0,1,3,580,132
10140,0,1,1,630,132
10140,0,1,1,754,132
10140,0,1,2,569,132
10158,1,1,3,1954,132
10158,0,1,1,1837,132
10158,1,1,2,932,132
10158,1,1,6,1964,132
10158,1,1,2,1826,132
10158,1,1,1,932,132
10158,0,1,1,852,132
10158,0,1,1,936,132
10158,0,1,1,982,132
10158,0,1,1,1837,132
10208,0,0,1,790,132
10257,0,1,5,448,132
10257,0,1,1,1208,132
10257,1,1,1,2408,132
10257,0,1,1,1447,132
10257,0,1,1,867,132
10257,0,1,1,289,132
10257,0,1,2,717,132
10257,0,1,8,1205,132
10257,0,1,2,1130,132
10257,0,1,4,723,132
10257,0,0,1,1208,132
10275,0,1,1,565,132
10275,0,1,13,213,132
10299,0,1,1,2551,132
10299,0,1,1,2475,132
10299,0,0,1,2021,132
10299,1,1,1,2896,132
10299,0,1,1,2472,132
10299,0,1,2,2315,132
10299,0,1,1,2402,132
10299,0,1,1,2555,132
10299,0,1,1,2435,132
10299,0,1,1,3802,132
10299,0,1,1,2426,132
10299,0,0,1,2516,132
10299,0,0,1,2664,132
10299,0,1,1,2628,132
10299,0,0,1,2196,132
10299,0,1,1,2552,132
10299,0,1,3,1448,132
10135,1,1,1,1940,133
10135,1,1,7,1764,133
10135,0,0,1,1457,133
10135,0,1,1,897,133
10136,0,0,1,1094,133
10140,1,1,2,1238,133
10140,1,1,3,1354,133
10140,1,1,5,1354,133
10140,0,1,3,1432,133
10140,0,1,1,1337,133
10140,0,0,1,968,133
10140,0,1,2,1958,133
10140,0,0,1,2522,133
10140,0,1,13,349,133
10140,0,1,4,349,133
10140,0,1,1,349,133
10155,0,0,1,730,133
10158,1,1,7,1954,133
10158,1,1,6,1704,133
10158,1,1,1,932,133
10158,1,1,1,932,133
10158,1,1,1,1964,133
10158,1,1,1,932,133
10158,0,1,1,936,133
10208,0,1,1,690,133
10257,0,1,17,1204,133
10257,0,1,2,1073,133
10257,0,1,1,1205,133
10257,0,1,1,1073,133
10257,0,1,14,1204,133
10275,0,0,1,2097,133
10275,0,0,1,1237,133
10299,0,1,1,4181,133
10299,1,0,1,5143,133
10299,1,1,3,1142,133
10299,1,1,1,1550,133
10299,0,1,1,3322,133
10299,0,1,2,3968,133
10299,0,0,1,1547,133
10299,0,1,1,2664,133
10299,0,0,1,1672,133
10299,1,0,1,522,133
10299,1,1,2,522,133
10299,0,1,1,160,133
10299,0,1,1,571,133
10299,0,1,4,261,133
10299,0,1,1,261,133
10135,1,1,2,2082,134
10135,1,1,4,1940,134
10135,1,1,13,1764,134
10140,0,1,8,718,134
10140,1,1,1,1238,134
10140,1,1,1,1354,134
10140,0,1,2,1373,134
10140,0,1,2,1575,134
10140,0,1,2,1970,134
10140,0,1,2,1561,134
10140,0,1,1,1678,134
10140,1,1,4,2360,134
10140,0,1,1,2013,134
10140,0,1,1,1014,134
10140,0,1,1,1539,134
10140,0,1,1,1625,134
10140,0,1,1,1182,134
10140,0,0,2,1575,134
10140,0,0,1,1182,134
10140,0,0,1,1435,134
10140,0,1,3,1487,134
10158,0,1,1,982,134
10158,1,1,23,1954,134
10158,1,1,17,1704,134
10158,1,1,1,932,134
10158,1,1,12,1872,134
10158,1,1,13,1964,134
10158,1,1,2,1826,134
10208,0,1,1,624,134
10208,0,0,1,547,134
10208,0,0,1,624,134
10208,0,0,1,772,134
10208,0,0,1,589,134
10257,0,1,1,1130,134
10257,0,1,1,1204,134
10257,0,1,1,646,134
10257,0,1,1,1214,134
10257,1,1,1,2408,134
10257,0,1,1,1634,134
10257,0,0,1,1611,134
10257,0,0,1,302,134
10257,0,0,1,1788,134
10257,0,1,1,1297,134
10275,1,1,1,426,134
10299,0,1,1,160,134
10299,0,1,1,1448,134
10299,0,1,1,3863,134
10299,0,1,1,2472,134
10299,0,1,1,2847,134
10299,0,1,1,2127,134
10299,0,0,1,1620,134
10299,1,1,1,522,134
10372,0,0,2,1092,134
10135,0,1,1,339,135
10135,1,1,4,2082,135
10135,1,1,1,2036,135
10135,1,1,1,1940,135
10135,1,1,3,1764,135
10135,0,0,1,1071,135
10135,0,0,1,1132,135
10140,0,0,1,2692,135
10140,0,0,1,2100,135
10140,0,1,1,672,135
10140,0,1,47,580,135
10140,0,1,1,1498,135
10140,0,1,2,580,135
10140,0,1,3,569,135
10140,0,1,7,569,135
10140,0,1,1,2000,135
10140,0,1,1,698,135
10140,0,0,1,1708,135
10140,0,0,1,698,135
10158,1,1,8,1954,135
10158,1,1,2,1872,135
10158,1,1,13,1964,135
10185,0,0,1,330,135
10208,0,0,1,684,135
10208,0,0,1,575,135
10257,0,1,1,1153,135
10257,0,1,11,1130,135
10257,0,1,2,1073,135
10257,0,1,1,723,135
10257,0,0,1,1211,135
10279,0,1,1,869,135
10279,0,0,1,1184,135
10299,0,1,1,2347,135
10299,0,1,19,261,135
10299,0,1,1,2053,135
10135,1,1,4,2082,136
10135,1,1,2,1940,136
10135,1,1,11,1764,136
10135,0,0,1,1237,136
10135,0,0,1,662,136
10135,0,0,1,1006,136
10135,0,1,2,745,136
10136,0,0,1,1622,136
10140,0,1,2,619,136
10140,0,1,1,677,136
10140,0,1,9,1180,136
10140,0,1,1,569,136
10140,1,1,1,972,136
10140,1,1,1,1354,136
10140,0,1,1,1267,136
10140,0,1,2,653,136
10140,0,1,1,979,136
10140,0,0,1,1569,136
10140,0,1,1,2031,136
10140,0,0,1,1856,136
10140,0,1,1,769,136
10140,0,0,1,1708,136
10140,0,1,1,973,136
10140,0,0,1,1347,136
10140,0,1,1,994,136
10140,0,0,1,653,136
10140,0,0,1,753,136
10140,0,1,2,783,136
10140,0,1,1,837,136
10155,0,0,1,1749,136
10155,0,0,1,1294,136
10157,0,0,1,2669,136
10158,1,1,8,1954,136
10158,1,1,20,1704,136
10158,1,1,2,932,136
10158,1,1,2,1872,136
10158,1,1,17,1964,136
10158,1,1,6,1826,136
10208,0,1,1,864,136
10208,0,1,1,1730,136
10208,0,0,1,791,136
10257,0,1,3,1204,136
10257,0,1,1,1205,136
10257,0,1,1,1204,136
10257,0,1,4,1780,136
10257,0,1,1,1612,136
10257,1,1,21,2408,136
10257,0,1,1,1205,136
10257,0,1,1,1660,136
10257,0,0,3,1611,136
10257,0,0,1,1083,136
10257,0,1,5,1611,136
10257,0,0,1,1611,136
10257,0,0,1,1612,136
10257,0,0,1,1132,136
10257,0,1,1,1983,136
10257,0,0,1,1225,136
10275,1,1,8,426,136
10279,0,1,2,718,136
10299,0,1,3,571,136
10299,0,1,2,2304,136
10299,0,1,1,261,136
10299,1,1,1,2896,136
10299,0,0,2,1620,136
10299,0,1,1,2315,136
10299,0,1,1,2402,136
10135,1,1,8,1764,137
10135,0,1,1,1018,137
10135,0,1,2,970,137
10140,0,1,1,1124,137
10140,0,1,1,977,137
10140,0,1,1,1856,137
10140,0,1,3,759,137
10140,0,1,18,580,137
10140,0,1,1,349,137
10140,0,1,1,569,137
10140,0,1,3,569,137
10140,0,1,2,1826,137
10155,0,0,1,639,137
10158,1,1,2,1954,137
10158,1,1,1,1704,137
10158,1,1,1,932,137
10158,1,1,5,1964,137
10158,1,1,1,1826,137
10158,0,1,6,913,137
10208,0,0,1,549,137
10257,0,1,2,1780,137
10257,0,1,2,448,137
10257,1,1,25,2408,137
10257,0,1,1,1612,137
10257,1,1,1,2408,137
10257,0,0,1,427,137
10257,0,0,1,1211,137
10257,0,0,1,1237,137
10257,0,1,1,1582,137
10257,0,1,3,1153,137
10257,0,1,1,595,137
10257,0,1,1,717,137
10257,0,1,1,1205,137
10275,0,0,1,1167,137
10275,0,0,1,2357,137
10279,0,1,1,312,137
10299,0,1,1,2305,137
10299,0,0,1,1847,137
10299,1,1,1,522,137
10299,0,1,1,399,137
10299,0,1,8,2304,137
10299,0,1,4,2345,137
10135,1,1,1,2036,138
10135,1,1,3,1940,138
10135,1,1,2,1764,138
10136,0,1,1,158,138
10136,0,0,1,1084,138
10140,1,1,1,972,138
10140,0,1,1,1612,138
10140,0,1,1,632,138
10140,0,0,1,913,138
10140,0,0,1,861,138
10140,0,1,1,1119,138
10140,0,1,1,1974,138
10140,0,1,1,349,138
10140,0,1,1,650,138
10140,0,1,1,896,138
10158,1,1,2,1704,138
10158,1,1,9,932,138
10158,1,1,1,1872,138
10158,1,1,1,1826,138
10158,1,1,2,932,138
10158,0,1,1,936,138
10257,0,1,1,1214,138
10257,0,1,1,900,138
10257,0,1,2,1131,138
10257,0,1,1,968,138
10257,0,1,2,1297,138
10257,0,1,1,1259,138
10257,0,0,1,1132,138
10257,0,0,1,628,138
10257,0,0,1,1136,138
10257,0,0,1,1169,138
10257,0,0,1,1132,138
10257,0,1,1,1204,138
10257,0,1,12,1130,138
10275,0,0,1,1169,138
10279,0,1,2,602,138
10279,0,1,1,435,138
10299,1,0,1,3897,138
10299,0,0,1,1821,138
10299,0,0,1,2021,138
10299,1,1,2,2896,138
10299,0,1,1,3218,138
10299,0,1,1,1672,138
10299,0,1,1,2315,138
10299,0,1,1,2402,138
10299,0,1,1,2053,138
10299,0,0,1,1672,138
10299,1,1,4,522,138
10299,0,1,1,539,138
10299,0,1,1,548,138
10299,0,1,1,1542,138
10135,0,1,5,1018,139
10135,0,1,3,970,139
10135,1,1,1,2082,139
10135,1,1,3,1940,139
10135,1,1,14,1764,139
10135,0,0,1,1393,139
10135,0,1,1,418,139
10140,0,1,1,486,139
10140,0,1,1,870,139
10140,0,1,2,1826,139
10140,1,1,2,972,139
10140,0,1,2,1547,139
10140,0,1,1,1575,139
10140,0,1,2,1540,139
10140,0,1,1,1970,139
10140,0,1,1,1251,139
10140,0,1,2,697,139
10140,0,1,2,653,139
10140,0,1,1,2013,139
10140,0,1,1,2054,139
10140,0,1,1,1969,139
10140,0,0,1,1952,139
10140,0,0,1,1182,139
10140,0,0,1,653,139
10140,0,1,1,1487,139
10158,1,1,1,1954,139
10158,1,1,1,1872,139
10158,1,1,1,1964,139
10158,1,1,8,1826,139
10208,0,0,1,948,139
10257,0,1,2,717,139
10257,0,1,6,723,139
10257,0,1,2,723,139
10257,0,1,4,723,139
10257,0,1,1,805,139
10257,0,0,1,1211,139
10257,0,0,1,1228,139
10257,0,0,1,900,139
10257,0,0,1,800,139
10257,0,1,1,1246,139
10279,0,1,1,936,139
10299,0,1,1,548,139
10299,0,1,1,261,139
10299,1,0,1,522,139
10299,0,1,1,1671,139
10299,0,0,1,1821,139
10299,0,1,1,3108,139
10299,0,1,3,2053,139
10299,0,0,1,1577,139
10299,0,1,1,3033,139
10299,1,1,9,522,139
10135,1,1,1,2082,140
10135,1,1,8,2036,140
10135,0,1,1,1381,140
10135,0,0,1,1580,140
10135,0,0,1,1388,140
10135,0,0,1,1417,140
10135,0,0,1,1380,140
10140,0,1,1,1111,140
10140,0,1,2,1180,140
10140,0,1,1,866,140
10140,1,1,1,1238,140
10140,1,1,1,972,140
10140,1,1,1,1354,140
10140,0,1,1,1014,140
10140,0,1,1,985,140
10140,0,0,1,1316,140
10140,0,0,1,1195,140
10140,0,1,1,1785,140
10140,0,1,1,1358,140
10140,0,0,1,666,140
10140,0,0,1,1954,140
10140,0,0,1,873,140
10146,0,0,1,1091,140
10158,0,1,3,977,140
10158,1,1,3,1704,140
10158,1,1,12,1964,140
10170,0,1,1,253,140
10208,1,0,1,1376,140
10208,1,0,1,1460,140
10208,1,0,1,1646,140
10208,1,0,1,1544,140
10208,0,1,1,1017,140
10208,0,0,1,832,140
10208,0,0,1,669,140
10208,0,0,3,868,140
10208,0,0,1,640,140
10208,0,0,2,790,140
10208,0,0,1,739,140
10208,0,0,1,730,140
10208,0,0,1,2436,140
10208,0,0,1,739,140
10208,0,0,1,739,140
10257,0,1,8,1130,140
10257,0,1,1,900,140
10257,0,1,2,1208,140
10257,0,1,1,1131,140
10257,0,1,1,1884,140
